table,record_id,column,rule,severity,details,severity_rank
transactions,T500148,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500221,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500264,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500573,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500645,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500689,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500833,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500992,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501190,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501216,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501266,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501355,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501488,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501531,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501758,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501834,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501959,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T501985,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502069,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502097,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502195,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502197,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502265,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502270,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502358,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502540,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502656,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502767,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502789,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502841,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T502982,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T503761,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T503776,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T503824,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504122,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504264,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504408,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504634,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504786,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504849,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504937,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T504974,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505096,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505220,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505262,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505352,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505371,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T505451,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506019,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506024,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506119,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506131,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506381,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506416,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506487,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506493,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506644,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506686,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506757,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506860,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506888,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506925,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T506935,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507088,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507095,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507208,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507234,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507252,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507328,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507560,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507684,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507891,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T507941,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508115,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508148,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508149,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508279,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508870,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508876,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508949,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T508970,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509134,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509164,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509181,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509276,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509322,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509367,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509378,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509471,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509502,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509535,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509551,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509574,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509588,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509601,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509730,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509789,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509878,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T509926,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510002,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510191,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510248,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510325,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510394,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510423,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510820,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510854,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510928,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T510978,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511226,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511277,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511295,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511410,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511967,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T511978,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512081,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512113,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512141,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512204,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512231,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512277,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512284,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512382,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512493,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512571,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512673,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T512857,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513049,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513196,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513213,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513263,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513288,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519965,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513370,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513458,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513853,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513907,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513939,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T513994,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514040,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514081,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514251,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514270,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514431,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514451,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514460,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514598,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T514848,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515127,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515151,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515186,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515258,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515353,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515406,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515414,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515430,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515458,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515513,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515562,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524574,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515684,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515772,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515933,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516170,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516200,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516270,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516592,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516620,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516727,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516776,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516833,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516839,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T516935,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517067,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517109,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517135,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517150,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517195,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517239,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517664,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517712,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T517721,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518058,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518106,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518124,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518205,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518310,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518446,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518608,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518641,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518691,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518702,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518710,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T518888,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519030,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519274,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519672,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519867,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519871,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519907,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T519918,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520043,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520219,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520237,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520313,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520399,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520431,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520619,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520639,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520726,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520848,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520905,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T520996,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521000,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521167,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521252,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521560,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521598,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521731,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521818,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T521967,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522084,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522188,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T515730,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522211,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522446,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522486,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522528,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522608,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522883,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T522976,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T523248,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T523254,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T523488,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T523850,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524016,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524224,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524242,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524305,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524346,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524420,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524451,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524500,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524652,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524743,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T524814,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525062,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525129,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525349,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525660,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525692,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525823,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T525891,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526020,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526269,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526376,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526401,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526446,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526492,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526543,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526561,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526635,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526664,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526684,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526737,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526905,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526967,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T526978,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527011,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527059,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527092,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527242,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527245,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527271,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527542,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527691,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527807,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527936,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T527950,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528044,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528069,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528306,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528320,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528343,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528464,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528507,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528689,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T528977,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529033,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529097,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529111,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529249,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529253,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529538,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529796,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529897,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T529980,transaction_date,not_future,medium,future transaction_date: 2026-02-10,2
transactions,T500089,amount,positive,high,non-positive amount: -53.22,3
transactions,T500126,amount,positive,high,non-positive amount: -88.51,3
transactions,T500127,amount,positive,high,non-positive amount: 0.0,3
transactions,T500177,amount,positive,high,non-positive amount: -0.5,3
transactions,T500237,amount,positive,high,non-positive amount: -23.34,3
transactions,T500248,amount,positive,high,non-positive amount: -0.5,3
transactions,T500340,amount,positive,high,non-positive amount: -86.47,3
transactions,T500359,amount,positive,high,non-positive amount: -88.66,3
transactions,T500375,amount,positive,high,non-positive amount: -66.34,3
transactions,T500378,amount,positive,high,non-positive amount: -39.98,3
transactions,T500397,amount,positive,high,non-positive amount: 0.0,3
transactions,T500427,amount,positive,high,non-positive amount: -19.66,3
transactions,T500459,amount,positive,high,non-positive amount: 0.0,3
transactions,T500553,amount,positive,high,non-positive amount: -78.29,3
transactions,T500565,amount,positive,high,non-positive amount: 0.0,3
transactions,T500632,amount,positive,high,non-positive amount: -119.51,3
transactions,T500663,amount,positive,high,non-positive amount: -122.02,3
transactions,T500672,amount,positive,high,non-positive amount: -29.42,3
transactions,T500685,amount,positive,high,non-positive amount: -43.41,3
transactions,T500690,amount,positive,high,non-positive amount: 0.0,3
transactions,T500738,amount,positive,high,non-positive amount: 0.0,3
transactions,T500851,amount,positive,high,non-positive amount: 0.0,3
transactions,T500910,amount,positive,high,non-positive amount: -82.04,3
transactions,T500928,amount,positive,high,non-positive amount: 0.0,3
transactions,T500950,amount,positive,high,non-positive amount: 0.0,3
transactions,T501039,amount,positive,high,non-positive amount: 0.0,3
transactions,T501144,amount,positive,high,non-positive amount: 0.0,3
transactions,T501196,amount,positive,high,non-positive amount: -94.28,3
transactions,T501234,amount,positive,high,non-positive amount: -84.33,3
transactions,T501237,amount,positive,high,non-positive amount: 0.0,3
transactions,T501315,amount,positive,high,non-positive amount: -11.7,3
transactions,T501319,amount,positive,high,non-positive amount: 0.0,3
transactions,T501475,amount,positive,high,non-positive amount: -50.58,3
transactions,T501485,amount,positive,high,non-positive amount: -87.13,3
transactions,T501543,amount,positive,high,non-positive amount: 0.0,3
transactions,T501566,amount,positive,high,non-positive amount: -128.37,3
transactions,T501607,amount,positive,high,non-positive amount: -3.8,3
transactions,T501608,amount,positive,high,non-positive amount: -84.48,3
transactions,T501631,amount,positive,high,non-positive amount: 0.0,3
transactions,T501688,amount,positive,high,non-positive amount: -161.96,3
transactions,T501701,amount,positive,high,non-positive amount: 0.0,3
transactions,T501746,amount,positive,high,non-positive amount: -33.28,3
transactions,T501788,amount,positive,high,non-positive amount: -99.98,3
transactions,T501835,amount,positive,high,non-positive amount: -138.58,3
transactions,T501970,amount,positive,high,non-positive amount: 0.0,3
transactions,T501986,amount,positive,high,non-positive amount: 0.0,3
transactions,T502032,amount,positive,high,non-positive amount: -117.38,3
transactions,T502074,amount,positive,high,non-positive amount: 0.0,3
transactions,T502149,amount,positive,high,non-positive amount: -81.75,3
transactions,T502156,amount,positive,high,non-positive amount: -93.9,3
transactions,T502160,amount,positive,high,non-positive amount: -45.64,3
transactions,T502201,amount,positive,high,non-positive amount: 0.0,3
transactions,T502207,amount,positive,high,non-positive amount: 0.0,3
transactions,T502214,amount,positive,high,non-positive amount: 0.0,3
transactions,T502299,amount,positive,high,non-positive amount: -70.23,3
transactions,T502343,amount,positive,high,non-positive amount: -84.03,3
transactions,T502357,amount,positive,high,non-positive amount: 0.0,3
transactions,T502382,amount,positive,high,non-positive amount: 0.0,3
transactions,T502402,amount,positive,high,non-positive amount: 0.0,3
transactions,T502406,amount,positive,high,non-positive amount: 0.0,3
transactions,T502442,amount,positive,high,non-positive amount: -33.14,3
transactions,T502451,amount,positive,high,non-positive amount: 0.0,3
transactions,T502477,amount,positive,high,non-positive amount: -73.8,3
transactions,T502500,amount,positive,high,non-positive amount: 0.0,3
transactions,T502590,amount,positive,high,non-positive amount: -67.09,3
transactions,T521398,amount,positive,high,non-positive amount: -7.05,3
transactions,T502630,amount,positive,high,non-positive amount: -108.8,3
transactions,T502669,amount,positive,high,non-positive amount: -9.67,3
transactions,T502702,amount,positive,high,non-positive amount: -120.35,3
transactions,T502720,amount,positive,high,non-positive amount: -86.74,3
transactions,T502776,amount,positive,high,non-positive amount: 0.0,3
transactions,T502789,amount,positive,high,non-positive amount: 0.0,3
transactions,T502845,amount,positive,high,non-positive amount: -24.13,3
transactions,T510704,amount,positive,high,non-positive amount: 0.0,3
transactions,T502984,amount,positive,high,non-positive amount: -11.69,3
transactions,T503068,amount,positive,high,non-positive amount: 0.0,3
transactions,T503121,amount,positive,high,non-positive amount: -64.23,3
transactions,T503183,amount,positive,high,non-positive amount: -87.26,3
transactions,T503202,amount,positive,high,non-positive amount: -0.5,3
transactions,T503209,amount,positive,high,non-positive amount: -75.88,3
transactions,T503213,amount,positive,high,non-positive amount: -75.11,3
transactions,T503216,amount,positive,high,non-positive amount: -137.42,3
transactions,T503270,amount,positive,high,non-positive amount: -48.93,3
transactions,T503323,amount,positive,high,non-positive amount: -56.83,3
transactions,T508305,amount,positive,high,non-positive amount: -39.22,3
transactions,T503379,amount,positive,high,non-positive amount: 0.0,3
transactions,T503382,amount,positive,high,non-positive amount: -65.72,3
transactions,T503442,amount,positive,high,non-positive amount: 0.0,3
transactions,T503445,amount,positive,high,non-positive amount: -91.92,3
