transaction_id,customer_id,transaction_date,amount,currency,channel
T514567,C102262,2025-10-27,117.15,USD,Mobile
T514568,C101219,2025-03-11,0.5,CAD,Mobile
T514569,C104697,2025-12-01,83.55,USD,Web
T514570,C101593,2025-09-29,20.46,USD,Web
T514571,C104028,2025-10-03,0.83,USD,Web
T514572,C100880,2026-01-20,76.62,USD,Web
T514573,C104880,2025-08-12,82.35,USD,Mobile
T514574,C101179,2025-03-20,113.55,USD,Web
T514575,C100591,2026-01-03,15.9,USD,Mobile
T514576,C103852,2025-04-05,91.51,USD,Mobile
T514577,C101024,2025-03-18,54.48,GBP,Partner
T514578,C103161,2025-12-27,53.59,USD,Web
T514579,C102108,2025-03-04,42.16,CAD,Web
T514580,C104506,2025-04-30,0.5,EUR,Web
T514581,C104375,2025-12-09,56.38,CAD,Mobile
T514582,C104844,2025-04-22,34.66,EUR,Mobile
T514583,C999999,2025-10-06,52.14,USD,Mobile
T514584,C103134,2025-12-14,0.5,USD,Web
T514585,C100673,2025-12-30,56.28,USD,Web
T514586,C102290,2025-06-28,51.48,USD,Web
T514587,C103451,2026-01-27,88.33,USD,Web
T514588,C100444,2025-03-19,121.89,USD,Web
T514589,C104886,2025-05-08,61.5,USD,Web
T514590,C102403,2025-03-04,62.93,USD,Web
T514591,C103267,,52.94,USD,Mobile
T527376,C101012,2025-09-07,90.16,USD,Web
T514593,C101303,2025-08-07,106.3,USD,Web
T514594,C103821,2025-09-05,59.4,USD,Web
T514595,C101085,2025-11-09,105.07,USD,Partner
T514596,C104561,2025-02-21,53.55,USD,Web
T514597,C102412,2025-11-25,54.23,USD,Web
T514598,C102136,2026-02-10,104.75,USD,Web
T514599,C102513,2025-03-11,65.14,EUR,Store
T514600,C103546,2025-04-12,83.2,USD,Web
T514601,C100474,2025-06-07,32.61,USD,Mobile
T514602,C100255,2026-01-06,35.85,USD,Web
T514603,C102074,2025-08-23,28.94,USD,Web
T514604,C103090,2026-01-19,15.41,USD,Web
T514605,C100246,2025-03-26,23.36,EUR,Mobile
T514606,C104587,2025-09-29,130.32,USD,Store
T514607,C100295,2026-01-31,36.15,USD,Mobile
T514608,C103317,2026-01-04,106.56,USD,Web
T514609,C100068,2025-06-29,38.36,CAD,Store
T514610,C100115,2025-02-19,87.66,CAD,Web
T514611,C104019,2025-05-09,53.64,USD,Mobile
T514612,C101957,2025-05-22,180.99,GBP,Web
T514613,C102881,2025-08-14,94.2,USD,Store
T514614,C104844,2025-02-05,10.68,USD,Web
T514615,C999999,2026-01-05,65.47,USD,Web
T514616,C102622,2025-08-19,18.66,USD,Store
T514617,C101017,2025-10-23,52.78,EUR,Web
T514618,C104231,2025-02-25,73.24,USD,Mobile
T514619,C104275,2025-08-07,44.39,USD,Mobile
T514620,C100374,2025-04-13,39.34,USD,Web
T514621,C100104,2025-10-15,-75.0,USD,Mobile
T514622,C104877,2025-10-02,45.05,USD,Store
T514623,C100677,2025-02-26,114.21,USD,Store
T514624,C100006,2026-01-01,54.19,USD,Web
T514625,C101445,2026-01-19,59.55,EUR,Mobile
T514626,C102273,2025-11-23,99.89,USD,Web
T514627,C104371,2025-05-16,107.87,USD,Partner
T514628,C102445,2025-11-16,0.5,EUR,Store
T516548,C101597,2025-04-23,72.69,USD,Mobile
T514630,C103361,2025-11-11,30.5,USD,Mobile
T514631,C100861,2025-08-08,0.5,USD,Web
T514632,C100841,2025-04-08,74.4,USD,Mobile
T514633,C101100,2025-03-24,101.91,CAD,Web
T514634,C101647,2025-04-05,24.59,USD,Web
T514635,C100251,2025-06-10,24.65,USD,Web
T514636,C101531,2025-09-14,103.1,GBP,Partner
T514637,C103205,2025-04-30,45.52,CAD,Web
T514638,C102954,2025-12-02,91.85,USD,Mobile
T514639,C104318,2025-06-09,32.98,USD,Mobile
T514640,C103384,2025-11-02,14.65,USD,Web
T514641,C103871,2025-12-24,45.38,USD,Web
T514642,C104333,2025-10-05,99.8,CAD,Mobile
T514643,C103860,2025-09-06,53.02,USD,Web
T514644,C102987,2025-05-29,67.66,USD,Partner
T514645,C104507,2025-10-26,75.45,CAD,Web
T514646,C102061,2025-06-15,87.49,USD,Web
T514647,C102015,2025-04-30,12.54,CAD,Store
T514648,C102700,2025-08-23,79.44,USD,Mobile
T514649,C101611,2026-01-08,74.6,USD,Web
T514650,C101775,2025-12-21,83.07,USD,Mobile
T514651,C103740,2025-08-09,49.1,CAD,Store
T514652,C103816,2025-03-04,95.13,EUR,Web
T514653,C103098,2025-10-19,97.07,EUR,Web
T514654,C102487,2025-11-24,91.56,USD,Mobile
T514655,C103475,2025-08-19,103.13,USD,Store
T514656,C101849,2025-10-04,94.42,USD,Mobile
T514657,C103806,2025-02-17,54.17,EUR,Web
T514658,C101354,2025-08-01,94.68,USD,Web
T514659,C102671,2025-07-17,106.19,USD,Store
T514660,C101225,2025-08-25,73.53,USD,Mobile
T514661,C100722,2025-07-09,85.36,USD,Web
T514662,C104949,2025-06-13,30.73,USD,Mobile
T514663,C101380,2026-01-19,44.65,USD,Web
T514664,C100386,2025-05-01,120.23,USD,Web
T514665,C104806,2025-05-03,60.95,EUR,Mobile
T514666,C100540,2025-09-29,148.51,USD,Mobile
T514667,C102877,2025-07-25,122.55,USD,Mobile
T514668,C103694,2025-08-24,101.98,USD,Web
T514669,C101228,2025-05-03,147.25,USD,Partner
T514670,C101799,2025-03-05,75.43,GBP,Web
T514671,C100185,2025-04-06,85.01,USD,Mobile
T514672,C101082,2025-05-24,64.51,USD,Web
T514673,C100223,2025-11-16,101.66,USD,Partner
T514674,C101815,2025-09-30,117.92,USD,Web
T514675,C101525,2025-04-10,58.73,USD,Store
T514676,C101357,2025-11-05,52.23,CAD,Mobile
T514677,C100920,2025-11-16,50.19,USD,Web
T514678,C101770,2025-10-04,0.5,USD,Web
T514679,C102421,2025-04-03,94.73,USD,Web
T514680,C102432,2025-12-09,0.0,USD,Mobile
T514681,C101914,2025-07-15,3.88,USD,Web
T514682,C103058,2025-10-29,34.23,USD,Web
T514683,C102184,2025-08-15,0.0,USD,Mobile
T514684,C100796,2025-07-29,54.14,CAD,Web
T514685,C103152,2025-09-08,169.98,USD,Web
T514686,C103151,2025-07-07,112.19,USD,Partner
T514687,C100533,2025-04-14,58.58,USD,Web
T514688,C103174,2026-01-27,39.6,USD,Web
T514689,C103132,2025-11-22,63.98,USD,Mobile
T514690,C100893,2025-12-11,79.41,USD,Web
T514691,C101221,2025-06-26,60.32,USD,Mobile
T514692,C100196,2025-03-24,95.18,USD,Store
T514693,C100326,2025-11-23,40.82,USD,Mobile
T514694,C101610,2025-12-11,76.55,USD,Web
T514695,C102829,2025-07-25,113.78,USD,Web
T514696,C100810,2025-07-27,38.74,USD,Partner
T514697,C103961,2025-12-21,78.16,USD,Web
T514698,C101332,2025-10-12,62.69,USD,Mobile
T514699,C104089,2026-01-18,60.86,EUR,Web
T514700,C100817,2025-04-27,61.72,USD,Web
T514701,C103396,2025-05-30,80.17,USD,Web
T514702,C104189,2025-06-26,80.15,USD,Web
T514703,C102382,2025-12-16,26.01,EUR,Web
T514704,C102364,2025-03-07,57.79,USD,Mobile
T514705,C103569,2025-10-20,133.94,CAD,Mobile
T514706,C100768,2026-02-02,34.97,USD,Store
T514707,C104791,2025-04-18,37.52,USD,Mobile
T514708,C100899,2025-09-07,88.14,USD,Store
T514709,C102590,2025-12-16,92.21,EUR,Partner
T514710,C104766,2026-01-24,29.77,USD,Store
T514711,C103251,2025-10-05,40.69,XXX,Mobile
T514712,C100635,2025-06-01,130.8,EUR,Partner
T514713,C104740,2025-05-03,104.01,GBP,Mobile
T514714,C103137,2026-01-18,103.36,USD,Partner
T514715,C102989,2025-02-12,26.91,USD,Mobile
T514716,C102125,2025-12-23,8.14,USD,Web
T514717,C104983,2025-03-31,115.52,USD,Partner
T514718,C102039,2025-08-29,80.43,EUR,Mobile
T514719,C100071,2025-08-05,43.63,CAD,Store
T514720,C102539,2025-10-18,86.59,USD,Mobile
T514721,C102135,2025-05-07,0.5,USD,Mobile
T514722,C101537,2025-09-09,110.86,USD,Web
T514723,C102836,2025-12-06,105.12,USD,Mobile
T514724,C103706,2025-02-23,65.35,USD,Store
T514725,C102542,2025-09-20,15.2,EUR,Mobile
T514726,C103534,2025-02-07,53.39,EUR,Mobile
T514727,C104752,2025-10-11,112.25,USD,Mobile
T514728,C102850,2025-05-28,59.49,USD,Web
T514729,C101791,2025-06-25,21.64,USD,Web
T514730,C103864,2025-05-03,0.5,USD,Store
T514731,C103493,2025-06-17,20.31,USD,Web
T514732,C104423,2025-04-21,97.35,USD,Web
T514733,C104577,2025-03-14,53.11,EUR,Web
T514734,C101141,2025-10-05,39.59,USD,Mobile
T514735,C103500,2025-03-10,77.9,USD,Mobile
T514736,C104476,2025-06-30,120.54,USD,Mobile
T514737,C104188,2025-10-30,13.56,USD,Web
T514738,C100669,2025-10-21,23.63,EUR,Mobile
T514739,C101573,2025-07-26,107.83,USD,Web
T514740,C102610,2026-01-30,16.29,USD,Mobile
T514741,C101482,2026-01-30,50.28,USD,Web
T514742,C104503,2025-10-25,81.53,USD,Partner
T514743,C102058,2025-04-28,110.82,USD,Web
T514744,C104584,2025-05-23,-104.17,EUR,Store
T514745,C101957,2025-03-01,5.22,USD,Web
T514746,C101468,2026-01-17,45.22,EUR,Web
T514747,C101326,2025-12-24,53.57,USD,Web
T514748,C102803,2025-06-08,72.96,USD,Web
T514749,C103965,2025-12-31,117.11,CAD,Mobile
T514750,C104542,2025-07-30,104.99,USD,Mobile
T514751,C104350,2025-05-15,63.23,USD,Store
T514752,C102852,2025-05-01,43.48,USD,Mobile
T514753,C101322,2025-09-20,0.5,USD,Mobile
T514754,C999999,2025-10-18,8.5,USD,Mobile
T514755,C103294,2025-12-31,52.09,USD,Web
T514756,C100242,,0.5,EUR,Mobile
T514757,C101214,2025-09-29,83.61,USD,Mobile
T514758,C102144,2025-08-11,91.21,USD,Mobile
T514759,C103499,2025-11-23,103.47,USD,Store
T510989,C100023,2025-04-25,109.77,USD,Web
T514761,C103635,2026-01-07,105.59,USD,Web
T514762,C101438,2025-10-11,23.6,USD,Mobile
T514763,C101749,2025-08-08,13.52,EUR,Mobile
T514764,C104041,2025-12-11,36.91,CAD,Mobile
T514765,C103991,2025-07-01,86.6,GBP,Web
T514766,C102399,2025-12-13,50.87,USD,Mobile
T514767,C101934,2025-03-24,58.27,USD,Web
T514768,C103862,2025-05-19,-49.93,USD,Web
T514769,C103681,2025-03-31,45.87,USD,Store
T514770,C102515,2025-10-27,116.5,GBP,Store
T514771,C100979,2025-03-04,43.84,USD,Partner
T514772,C103909,2025-08-25,69.15,USD,Web
T514773,C101210,2025-09-05,131.88,USD,Web
T514774,C102353,2026-01-13,30.94,CAD,Web
T514775,C102302,2025-05-10,49.68,USD,Web
T514776,C999999,2025-07-09,31.86,CAD,Web
T514777,C100562,2026-01-16,9.11,USD,Store
T514778,C102241,2025-12-06,90.85,GBP,Web
T514779,C100018,2025-07-23,77.82,USD,Web
T514780,C103635,2025-05-18,62.05,USD,Web
T514781,C102610,2025-10-31,38.4,EUR,Mobile
T514782,C102945,2025-06-25,-117.9,EUR,Web
T514783,C102689,2025-08-10,56.0,EUR,Store
T514784,C101863,2025-11-10,145.9,USD,Store
T514785,C100382,2026-01-17,36.56,USD,Web
T514786,C104255,2025-03-11,84.43,USD,Mobile
T514787,C103477,2025-06-07,0.5,CAD,Mobile
T514788,C102254,2025-09-13,44.21,USD,Web
T514789,C103828,,94.44,USD,Web
T514790,C101121,2025-12-05,14.22,EUR,Web
T514791,C100065,2025-06-02,94.98,USD,Mobile
T514792,C103171,2026-01-24,1.24,USD,Store
T514793,C102836,2025-07-03,0.5,CAD,Web
T514794,C100066,2025-06-16,38.99,USD,Web
T514795,C100446,2025-03-09,77.69,USD,Store
T514796,C100944,2025-03-02,120.24,USD,Web
T514797,C101322,2025-07-09,66.56,GBP,Web
T514798,C101945,2025-11-02,114.91,GBP,Partner
T514799,C100617,2026-01-22,30.99,USD,Mobile
T514800,C100008,2025-07-10,50.96,USD,Mobile
T514801,C103763,2025-06-19,78.25,CAD,Store
T514802,C103426,2025-06-28,28.29,USD,Mobile
T514803,C102834,2025-11-28,104.31,USD,Web
T514804,C103090,2025-06-25,45.57,USD,Web
T514805,C102067,2025-11-28,-13.88,GBP,Web
T514806,C101090,2025-08-02,7.99,USD,Web
T514807,C103409,2025-03-31,88.74,USD,Web
T514808,C100750,2025-05-17,65.23,USD,Web
T514809,C104930,2025-04-05,-53.98,USD,Web
T514810,C100183,2026-02-01,19.78,CAD,Web
T514811,C102176,2025-07-27,70.9,USD,Web
T514812,C101233,2025-03-19,90.32,USD,Store
T514813,C101175,2026-01-04,15.61,USD,Web
T514814,C102717,2025-12-02,27.15,CAD,Web
T514815,C102743,2025-09-16,50.55,USD,Web
T514816,C104773,2025-07-05,31.0,CAD,Store
T514817,C103135,2025-05-30,97.41,USD,Mobile
T514818,C103732,2025-10-07,90.77,USD,Web
T514819,C100767,2025-05-26,121.98,USD,Web
T514820,C100418,2025-06-12,59.78,CAD,Web
T514821,C101983,2025-03-24,17.46,USD,Web
T514822,C100356,2025-03-18,90.88,USD,Web
T514823,C104301,2025-12-26,50.78,USD,Web
T514824,C102165,2025-05-17,56.79,USD,Store
T514825,C100944,2025-06-19,115.71,USD,Web
T514826,C103399,2025-06-26,84.25,USD,Mobile
T514827,C100006,2025-10-04,173.44,USD,Mobile
T514828,C101303,2025-11-15,156.76,EUR,Web
T514829,C104243,2025-06-17,58.71,EUR,Partner
T514830,C104849,2025-08-07,106.87,USD,Web
T514831,C101452,2025-04-22,135.61,CAD,Mobile
T514832,C101475,2025-05-22,109.86,USD,Mobile
T514833,C104367,2025-02-19,118.42,USD,Mobile
T514834,C101957,2025-07-09,88.25,EUR,Web
T514835,C101172,2025-09-15,78.94,USD,Mobile
T514836,C102743,2026-01-01,105.04,USD,Mobile
T514837,C100218,2025-05-13,73.73,GBP,Store
T514838,C100198,2025-09-30,41.6,CAD,Partner
T514839,C102598,2025-12-23,108.01,USD,Mobile
T514840,C104081,2025-12-22,95.33,USD,Web
T514841,C103547,2025-05-06,22.5,USD,Store
T514842,C102117,2025-03-12,137.47,USD,Mobile
T514843,C103500,2025-03-29,76.42,USD,Web
T514844,C101134,2026-01-13,53.46,EUR,Mobile
T514845,C102148,2025-11-22,87.5,USD,Web
T514846,C102123,2025-08-15,77.2,USD,Store
T514847,C101278,2025-04-03,148.52,CAD,Web
T514848,C103016,2026-02-10,78.48,USD,Mobile
T514849,C103526,2025-11-29,88.88,EUR,Web
T514850,C100220,2025-04-27,74.9,XXX,Web
T514851,C104386,2026-01-16,88.76,USD,Mobile
T514852,C104036,2025-05-03,46.81,USD,Web
T514853,C104615,2025-10-22,32.94,USD,Web
T514854,C100071,2025-04-22,43.34,USD,Web
T514855,C104375,2025-05-06,69.62,USD,Store
T514856,C102073,2025-03-07,0.5,USD,Web
T514857,C103273,2025-07-25,66.53,USD,Web
T514858,C102190,2025-07-22,51.28,USD,Web
T514859,C101967,2025-03-05,74.97,EUR,Mobile
T514860,C101754,2025-02-17,55.46,USD,Web
T514861,C104101,2025-03-01,43.42,USD,Store
T514862,C100158,2025-04-15,18.27,USD,Mobile
T514863,C100527,2025-12-05,55.5,USD,Mobile
T514864,C100719,2025-11-19,99.54,USD,Mobile
T514865,C100515,2025-12-13,69.15,USD,Mobile
T514866,C101363,2025-07-31,71.16,USD,Mobile
T514867,C101071,2026-02-01,151.18,USD,Partner
T514868,C100015,2025-07-30,38.91,EUR,Mobile
T514869,C101464,2025-06-24,37.96,USD,Mobile
T514870,C101748,2025-03-09,39.78,CAD,Mobile
T514871,C103725,2026-01-11,50.4,GBP,Mobile
T514872,C104307,2025-03-09,0.5,USD,Web
T514873,C102143,2025-11-14,139.16,USD,Web
T514874,C101988,2025-10-18,99.22,USD,Web
T514875,C104757,2025-11-11,50.07,EUR,Web
T514876,C100239,2025-10-15,24.35,GBP,Web
T514877,C104486,2025-07-20,17.01,USD,Mobile
T514878,C103343,2025-04-22,30.51,USD,Web
T514879,C100808,2025-03-08,87.8,EUR,Mobile
T514880,C104429,2025-11-10,108.12,USD,Mobile
T514881,C103309,2025-10-17,10.89,USD,Mobile
T514882,C101715,2026-01-04,72.42,USD,Mobile
T514883,C103329,2025-08-24,83.42,USD,Web
T514884,C104999,2025-12-26,40.89,USD,Web
T514885,C102352,2025-07-14,87.31,USD,Partner
T514886,C999999,2025-11-10,24.85,USD,Mobile
T514887,C103562,2025-03-21,92.56,USD,Mobile
T514888,C103063,2026-01-23,56.28,USD,Web
T514889,C101015,2025-12-20,21.06,USD,Web
T514890,C102927,2025-12-25,115.73,USD,Mobile
T514891,C103142,2025-05-30,77.37,USD,Partner
T514892,C103277,2025-11-16,67.93,GBP,Mobile
T514893,C103297,2025-11-30,122.58,USD,Web
T514894,C100802,2025-03-19,0.0,USD,Mobile
T514895,C102718,2025-07-19,47.32,USD,Web
T514896,C101178,2025-06-01,0.5,USD,Web
T514897,C103797,2025-05-24,88.73,USD,Web
T514898,C103261,2025-05-05,35.29,CAD,Mobile
T514899,C103642,2025-07-16,78.4,USD,Mobile
T514900,C100993,2025-08-17,226.13,EUR,Partner
T514901,C103710,2025-03-26,17.7,USD,Mobile
T514902,C100403,2025-11-23,-76.11,USD,Mobile
T514903,C102525,2025-07-15,12.6,USD,Web
T514904,C103110,2026-01-22,103.81,CAD,Web
T514905,C101288,2025-08-01,78.3,CAD,Store
T514906,C101826,2025-04-30,40.48,USD,Partner
T514907,C101099,2025-06-04,64.64,USD,Store
T514908,C102665,2025-05-06,41.43,USD,Mobile
T514909,C101990,2025-05-22,11.16,USD,Web
T514910,C104074,2025-03-23,11.78,GBP,Web
T514911,C104917,2025-05-14,84.24,USD,Mobile
T525466,C104860,2025-12-11,64.78,USD,Mobile
T514913,C103872,2025-03-28,54.86,CAD,Store
T514914,C104245,2025-06-27,92.07,USD,Mobile
T514915,C104707,2025-04-26,55.6,EUR,Mobile
T514916,C103080,2025-08-03,140.82,EUR,Web
T514917,C102730,2025-09-25,80.65,CAD,Store
T514918,C103178,2025-06-27,39.73,USD,Web
T514919,C103083,2025-05-25,35.31,USD,Mobile
T514920,C103081,2026-01-01,0.5,USD,Web
T514921,C102668,2025-12-07,46.88,USD,Partner
T514922,C103822,2025-11-07,139.63,USD,Mobile
T514923,C101492,2025-12-28,35.87,USD,Mobile
T514924,C103890,2025-04-30,0.5,USD,Mobile
T514925,C101128,2026-01-20,0.0,USD,Mobile
T514926,C104745,2025-05-09,32.79,USD,Mobile
T514927,C102525,2025-08-01,88.03,USD,Web
T514928,C102795,2025-07-26,90.61,USD,Mobile
T514929,C100797,2025-02-23,37.22,USD,Web
T514930,C101695,2025-10-18,55.66,CAD,Mobile
T514931,C104519,2025-06-30,108.95,USD,Mobile
T514932,C100376,2025-06-06,34.14,USD,Web
T514933,C101668,2025-08-03,81.89,USD,Mobile
T514934,C100069,2025-08-01,0.5,USD,Mobile
T514935,C103593,2025-09-09,34.96,GBP,Store
T514936,C101528,2025-12-25,81.02,USD,Web
T514937,C101344,2025-08-06,107.84,USD,Web
T514938,C100769,2025-08-02,79.09,USD,Mobile
T514939,C100137,2025-08-11,87.6,USD,Web
T514940,C100670,2025-06-16,26.75,USD,Web
T514941,C100171,2025-05-24,57.93,USD,Mobile
T514942,C104829,2025-12-27,86.3,USD,Store
T514943,C100898,2025-04-20,31.04,USD,Mobile
T514944,C102025,2025-09-03,180.23,USD,Web
T514945,C101610,2025-08-28,47.41,USD,Web
T514946,C101010,2025-04-22,-181.04,EUR,Mobile
T514947,C101278,2026-01-05,75.88,USD,Partner
T514948,C102534,2025-07-16,0.5,GBP,Web
T514949,C104324,2026-01-15,60.8,USD,Mobile
T514950,C103062,2025-06-23,55.5,USD,Mobile
T514951,C100519,2025-07-31,86.42,EUR,Mobile
T514952,C104710,2026-02-01,7.25,USD,Mobile
T514953,C103667,2025-12-06,110.48,USD,Web
T514954,C104475,2025-10-29,0.5,USD,Mobile
T514955,C104818,2025-02-22,99.12,USD,Web
T514956,C101404,2025-05-11,64.14,CAD,Web
T514957,C100487,2025-02-06,80.56,GBP,Web
T514958,C104815,2026-02-01,-135.35,USD,Mobile
T514959,C102726,2025-11-12,87.1,CAD,Web
T514960,C103525,2025-12-07,56.88,USD,Store
T514961,C101922,2025-05-01,54.67,USD,Mobile
T514962,C100333,2025-09-03,45.05,GBP,Mobile
T514963,C104785,2025-06-29,11.5,USD,Mobile
T514964,C102845,2025-02-27,20.32,USD,Mobile
T514965,C101217,2026-01-09,131.92,XXX,Mobile
T514966,C103154,2026-01-14,29.76,USD,Web
T514967,C103025,2026-01-13,59.43,USD,Mobile
T514968,C103889,2025-06-12,122.72,USD,Mobile
T514969,C104305,2025-12-21,111.35,EUR,Web
T514970,C102011,2025-02-20,117.74,USD,Store
T514971,C104537,2025-04-07,5.87,USD,Mobile
T514972,C100753,2025-03-28,85.55,CAD,Mobile
T514973,C102237,2025-06-14,116.3,USD,Mobile
T514974,C104076,2025-10-25,20.17,USD,Web
T514975,C100974,2025-04-20,50.97,USD,Mobile
T514976,C104466,2025-06-20,71.19,EUR,Mobile
T514977,C103745,2026-01-08,-67.55,CAD,Web
T514978,C103860,2025-08-02,25.3,CAD,Web
T514979,C102246,2025-03-31,58.62,USD,Web
T514980,C102421,2025-07-28,-0.5,USD,Store
T514981,C100309,2025-03-07,52.02,USD,Mobile
T514982,C102190,2025-04-16,99.65,USD,Mobile
T514983,C104581,2025-05-22,55.18,GBP,Store
T514984,C104837,2025-11-27,0.99,USD,Mobile
T514985,C104573,2025-02-24,54.79,CAD,Store
T514986,C100827,2025-05-17,120.54,USD,Mobile
T514987,C102286,2025-12-17,74.93,USD,Web
T514988,C100020,2025-03-02,22.24,USD,Web
T514989,C101758,2026-01-26,58.91,CAD,Web
T514990,C101504,2025-12-29,5.39,EUR,Mobile
T514991,C101713,2025-10-25,41.48,GBP,Mobile
T514992,C100145,2025-04-05,122.4,USD,Web
T514993,C102618,2025-04-22,50.78,USD,Web
T514994,C101124,2025-11-17,51.98,USD,Mobile
T514995,C103352,2026-01-24,11.66,GBP,Web
T514996,C102473,2025-03-04,70.11,USD,Web
T514997,C103861,2025-09-03,122.31,USD,Web
T514998,C104418,2025-05-02,39.84,USD,Mobile
T514999,C102779,2025-06-03,22.68,USD,Mobile
T515000,C104071,2025-09-07,73.26,USD,Web
T515001,C104048,2025-06-22,17.67,USD,Mobile
T515002,C101087,2025-07-05,57.55,USD,Web
T515003,C999999,2025-05-03,87.76,USD,Store
T515004,C102868,2025-11-06,116.09,USD,Mobile
T515005,C101979,2025-11-23,67.69,EUR,Mobile
T529353,C101671,2025-07-31,72.66,EUR,Mobile
T515007,C103065,2025-11-01,-122.46,USD,Web
T515008,C101350,2025-12-04,58.38,USD,Mobile
T515009,C102045,2025-11-09,55.68,EUR,Web
T515010,C101678,2025-07-06,110.18,GBP,Mobile
T515011,C101753,2025-12-29,80.68,USD,Mobile
T515012,C101201,2025-10-14,127.14,USD,Web
T515013,C101977,2026-01-29,110.99,GBP,Mobile
T515014,C103116,2025-12-15,74.42,CAD,Web
T515015,C100170,2025-04-16,59.64,USD,Mobile
T515016,C103724,2025-05-14,116.87,USD,Web
T515017,C103237,2025-10-26,60.38,USD,Web
T515018,C102481,2025-06-05,78.78,USD,Store
T515019,C100846,2025-07-23,50.16,USD,Mobile
T515020,C100148,2025-05-14,100.2,USD,Web
T515021,C100961,2025-06-26,107.66,USD,Store
T515022,C102654,2026-02-01,77.25,USD,Mobile
T515023,C100648,2025-11-22,0.5,CAD,Mobile
T515024,C999999,2025-02-18,91.62,USD,Store
T515025,C100080,2025-10-15,63.52,USD,Web
T515026,C104773,2025-11-08,47.77,USD,Web
T515027,C103742,2025-08-29,101.78,USD,Web
T515028,C103513,2025-04-11,37.77,USD,Web
T515029,C104340,2025-05-14,39.16,USD,Mobile
T515030,C101477,2025-12-04,64.64,USD,Partner
T515031,C103933,2025-08-02,128.02,USD,Web
T515032,C103169,2025-11-08,0.0,USD,Mobile
T515033,C104008,2025-06-26,55.86,USD,Web
T515034,C104418,2025-05-09,96.91,CAD,Store
T515035,C101394,2025-09-13,39.59,USD,Mobile
T515036,C104743,2025-10-31,92.11,EUR,Store
T515037,C101517,2025-06-03,166.83,CAD,Store
T515038,C102596,2025-05-05,107.66,XXX,Web
T515039,C102814,2026-01-25,47.44,USD,Mobile
T515040,C100072,2025-05-30,58.99,USD,Web
T515041,C101240,2026-01-22,102.02,USD,Web
T515042,C100694,2025-12-08,52.27,USD,Partner
T515043,C103002,2025-04-07,173.6,EUR,Mobile
T515044,C103941,2025-12-07,123.78,USD,Web
T515045,C102413,2025-12-11,113.58,USD,Web
T515046,C100492,2025-05-04,50.28,USD,Web
T515047,C102794,2025-05-02,121.36,USD,Store
T515048,C102122,2025-12-13,93.14,USD,Store
T515049,C104268,2025-10-28,42.33,GBP,Mobile
T515050,C101061,2025-11-28,69.19,USD,Web
T515051,C100890,2025-05-27,0.5,CAD,Mobile
T515052,C103613,2025-05-22,0.5,USD,Mobile
T515053,C104910,2025-12-17,71.51,USD,Mobile
T515054,C104697,2025-04-15,162.16,USD,Web
T515055,C101755,2025-08-28,122.89,USD,Web
T528019,C104361,2025-07-08,42.2,USD,Web
T515057,C103091,2025-11-08,-67.89,USD,Web
T515058,C103488,2025-07-30,46.92,USD,Mobile
T515059,C101021,2025-03-30,103.41,USD,Mobile
T515060,C104617,2026-01-04,0.5,USD,Mobile
T515061,C102215,2025-07-26,139.63,CAD,Web
T515062,C103042,2025-05-29,40.54,USD,Mobile
T515063,C102254,2026-01-09,0.5,USD,Web
T515064,C101561,2026-01-24,94.28,USD,Mobile
T515065,C101034,2025-10-16,54.59,USD,Store
T515066,C103085,2025-03-27,92.89,EUR,Mobile
T515067,C102615,2025-11-01,28.56,CAD,Store
T515068,C104399,2025-10-20,15.26,GBP,Web
T515069,C100937,2025-10-22,13.26,USD,Mobile
T515070,C103480,2025-10-07,84.02,XXX,Store
T515071,C102209,2025-07-17,25.34,USD,Store
T515072,C100600,2025-03-30,42.43,CAD,Mobile
T515073,C104282,2025-09-30,14.95,USD,Mobile
T515074,C101453,2025-07-06,62.05,GBP,Mobile
T515075,C102489,2025-04-15,58.94,USD,Store
T515076,C104827,2025-09-19,4.1,USD,Web
T515077,C103754,2025-03-14,53.19,USD,Store
T515078,C103525,2025-04-13,104.47,USD,Web
T515079,C100057,2025-09-09,35.0,USD,Web
T515080,C999999,2025-06-13,62.25,EUR,Mobile
T515081,C102252,2025-07-06,13.44,USD,Web
T515082,C102175,2025-12-15,42.61,USD,Web
T515083,C102881,2025-11-14,103.86,USD,Web
T515084,C103530,2025-08-24,70.48,USD,Mobile
T515085,C100927,2025-04-10,68.32,GBP,Web
T515086,C100396,2025-06-06,22.81,USD,Mobile
T515087,C103807,2025-05-06,72.74,USD,Web
T515088,C102609,2025-12-04,0.5,USD,Web
T515089,C103773,2025-12-30,124.43,USD,Web
T515090,C101921,2026-01-12,42.03,USD,Mobile
T515091,C103125,2025-06-09,50.24,USD,Mobile
T515092,C104750,2025-08-03,83.16,GBP,Store
T515093,C100458,2025-03-16,54.6,USD,Store
T515094,C104772,2025-05-31,0.5,USD,Mobile
T515095,C102894,2025-06-08,95.73,EUR,Web
T515096,C103293,2025-05-08,144.64,USD,Mobile
T515097,C100773,2025-03-05,17.97,USD,Mobile
T515098,C103458,2025-02-20,93.21,GBP,Store
T515099,C104525,2025-08-08,69.19,GBP,Store
T515100,C100502,2025-05-28,54.1,USD,Web
T515101,C104577,2025-06-11,38.1,EUR,Mobile
T515102,C100612,2025-06-18,0.5,USD,Web
